age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,9,2,2,0,300,0,0,0,11,8,163,11,-1,0,3,0
53,4,1,2,0,0,0,0,0,11,8,608,11,-1,0,3,1
36,4,2,2,0,741,0,0,0,11,8,214,11,-1,0,3,0
31,4,0,2,0,416,0,0,0,11,8,33,11,-1,0,3,0
46,9,0,1,0,256,0,0,0,11,8,105,11,-1,0,3,0
58,4,1,2,0,889,0,0,0,11,8,121,11,-1,0,3,0
50,7,1,1,0,1,0,0,1,11,8,80,1,-1,0,3,0
46,7,1,1,0,2703,0,0,0,11,8,211,43,-1,0,3,0
58,5,1,0,0,0,0,0,0,11,8,566,11,-1,0,3,0
31,4,2,2,0,498,0,0,0,11,8,182,11,-1,0,3,0
49,7,1,1,0,653,0,0,0,11,8,317,11,-1,0,3,0
30,4,1,2,0,2960,0,0,0,11,8,370,33,-1,0,3,0
37,4,2,1,0,24,1,1,0,11,8,232,33,-1,0,3,0
59,7,1,1,0,108,0,0,0,11,8,120,33,-1,0,3,0
43,9,1,1,0,3723,1,0,0,11,8,134,33,-1,0,3,0
38,9,0,1,0,410,0,0,0,11,8,63,43,-1,0,3,0
55,9,2,1,0,149,1,0,0,11,8,103,6,-1,0,3,0
30,4,2,2,0,725,0,0,0,11,8,69,33,-1,0,3,0
39,4,1,1,0,215,0,0,0,11,8,1141,33,-1,0,3,1
33,4,1,2,0,299,0,0,0,11,8,378,33,-1,0,3,0
48,1,1,1,0,794,0,0,0,11,8,135,43,-1,0,3,0
41,4,1,1,0,456,1,0,0,11,8,734,33,-1,0,3,1
41,9,2,1,0,134,0,1,0,11,8,153,33,-1,0,3,0
53,6,1,2,0,217,0,0,0,11,8,121,38,-1,0,3,0
47,9,1,2,0,1127,0,0,0,11,8,133,43,-1,0,3,0
55,1,1,0,0,1512,0,0,0,11,8,262,33,-1,0,3,0
32,4,2,1,0,2018,0,0,0,11,8,1238,0,-1,0,3,1
36,3,2,1,0,28,0,1,0,11,8,149,11,-1,0,3,0
32,9,1,1,0,999,0,0,0,11,8,382,22,-1,0,3,0
40,9,1,1,1,32,1,0,0,11,8,55,33,-1,0,3,0
34,4,2,2,0,421,0,0,0,11,8,383,22,-1,0,3,0
37,9,1,2,1,-681,1,1,0,11,8,280,22,-1,0,3,0
34,4,1,2,0,1273,0,0,2,11,8,93,11,-1,0,3,0
32,4,1,2,0,713,1,0,0,11,8,76,45,-1,0,3,0
35,4,1,2,0,569,0,0,0,11,8,121,22,-1,0,3,0
38,6,2,2,0,982,0,0,0,11,8,176,22,-1,0,3,0
37,4,1,2,0,0,0,0,0,11,8,187,33,-1,0,3,0
53,4,0,1,0,112,0,1,0,11,8,246,22,-1,0,3,0
57,5,1,1,0,13834,0,0,0,11,8,107,0,-1,0,3,0
48,9,0,1,0,353,0,0,0,11,8,132,0,-1,0,3,0
35,9,1,2,0,22,0,0,0,11,8,109,0,-1,0,3,0
30,4,2,2,0,1191,0,0,0,11,8,381,33,-1,0,3,0
31,4,1,2,0,4945,0,0,0,11,8,445,0,-1,0,3,0
40,9,1,1,0,4186,0,0,0,11,8,129,0,-1,0,3,0
47,7,1,0,0,206,0,0,0,11,8,71,22,-1,0,3,0
35,9,1,1,0,289,1,0,0,11,8,80,1,-1,0,3,0
31,4,1,1,0,0,0,0,0,11,8,720,0,-1,0,3,1
35,4,2,2,1,-1980,1,1,0,11,8,227,0,-1,0,3,0
30,9,2,2,0,2784,0,0,0,11,8,161,0,-1,0,3,0
42,4,1,2,0,187,0,0,0,11,8,64,0,-1,0,3,0
32,9,2,2,0,741,1,0,0,11,8,238,0,-1,0,3,0
45,0,1,1,0,111,1,0,0,11,8,173,0,-1,0,3,0
33,9,1,1,0,1166,0,0,0,11,8,90,22,-1,0,3,0
59,1,1,0,0,914,0,0,0,11,8,139,46,-1,0,3,0
37,4,1,2,0,2672,1,0,0,11,8,549,0,-1,0,3,0
40,6,1,2,0,271,1,0,0,11,8,265,33,-1,0,3,0
32,9,2,2,0,1100,1,1,0,11,8,67,0,-1,0,3,0
32,4,1,2,0,1086,0,0,0,11,8,379,22,-1,0,3,0
51,9,2,1,0,8538,1,0,0,11,8,126,11,-1,0,3,0
31,1,1,1,0,-204,1,1,0,11,8,429,45,-1,0,3,0
33,9,1,2,0,2586,0,0,0,11,8,117,22,-1,0,3,0
37,9,2,1,0,4,0,0,0,11,8,933,0,-1,0,3,1
59,5,1,0,1,-13,0,0,0,11,8,77,0,-1,0,3,0
32,4,1,2,0,1208,0,0,0,11,8,221,22,-1,0,3,0
30,9,2,2,0,4459,0,0,0,11,8,149,11,-1,0,3,0
38,9,1,2,0,-3,0,0,0,11,8,148,22,-1,0,3,0
52,0,1,1,0,7742,0,0,0,11,8,149,22,-1,0,3,0
32,3,1,1,0,3832,0,0,0,11,8,80,22,-1,0,3,0
37,4,1,2,0,825,1,0,0,11,8,214,38,-1,0,3,0
34,9,2,1,0,4676,0,0,0,11,8,248,22,-1,0,3,0
30,4,2,2,0,6493,0,0,0,11,8,132,38,-1,0,3,0
33,9,2,2,0,443,0,0,0,11,8,240,38,-1,0,3,0
32,9,2,2,0,543,0,0,0,11,8,385,22,-1,0,3,0
30,4,1,2,0,1882,1,0,0,11,8,249,38,-1,0,3,0
43,10,1,1,0,223,0,0,0,11,8,200,33,-1,0,3,0
31,9,2,1,0,2,0,1,0,11,8,104,33,-1,0,3,0
43,4,1,1,0,2411,1,0,0,11,8,124,45,-1,0,3,0
31,4,1,2,0,3739,0,0,0,11,8,117,22,-1,0,3,0
31,6,2,1,0,762,0,0,0,11,8,312,22,-1,0,3,0
47,7,1,1,0,24,0,0,0,11,8,271,22,-1,0,3,0
49,4,1,2,0,4594,0,0,0,11,8,157,22,-1,0,3,0
32,4,2,2,0,1434,0,0,0,11,8,1144,22,-1,0,3,0
30,9,2,2,0,290,0,0,0,11,8,485,38,-1,0,3,0
56,7,0,1,0,476,0,0,0,11,8,67,45,-1,0,3,0
59,9,1,1,0,478,0,0,0,11,8,108,38,-1,0,3,0
47,5,1,1,0,-71,1,0,0,11,8,293,38,-1,0,3,0
30,9,1,2,0,8351,0,0,0,11,8,345,22,-1,0,3,0
50,1,1,0,0,0,0,0,0,11,8,72,38,-1,0,3,0
42,4,1,2,0,1161,0,0,0,11,8,101,38,-1,0,3,0
53,6,1,0,0,2639,0,0,0,11,8,304,33,-1,0,3,0
51,1,1,0,0,541,0,0,0,11,8,663,22,-1,0,3,1
43,4,1,2,0,8,0,0,0,11,8,95,33,-1,0,3,0
36,9,0,1,0,487,0,1,0,11,8,268,22,-1,0,3,0
31,9,1,1,0,30,0,0,1,11,8,133,38,-1,0,3,0
55,11,1,1,0,1785,0,0,0,11,8,339,22,-1,0,3,0
34,4,1,2,0,519,0,0,0,11,8,57,22,-1,0,3,0
37,9,1,1,0,5287,1,1,0,11,8,209,11,-1,0,3,0
40,4,0,2,0,3426,0,0,0,11,8,94,22,-1,0,3,0
41,4,1,2,0,0,0,0,0,11,8,1242,38,-1,0,3,1
59,5,1,2,0,1296,0,0,0,11,8,862,2,-1,0,3,0
55,7,1,1,0,2120,0,0,0,11,8,236,22,-1,0,3,0
39,9,1,1,0,3663,0,0,0,11,8,230,22,-1,0,3,0
35,9,2,1,0,354,0,0,0,11,8,444,22,-1,0,3,1
59,5,1,1,0,5219,0,0,0,11,8,239,22,-1,0,3,0
48,1,1,0,0,719,0,1,0,11,8,418,38,-1,0,3,1
46,9,0,2,0,0,1,0,0,11,8,249,38,-1,0,3,0
50,6,1,1,0,111,0,0,0,11,8,277,22,-1,0,3,0
38,7,2,1,0,9609,1,0,0,11,8,1687,47,-1,0,3,0
57,1,1,1,0,14093,0,0,0,11,8,231,38,-1,0,3,0
35,4,2,2,0,863,0,0,0,11,8,481,11,-1,0,3,0
53,5,0,1,0,451,0,1,0,11,8,277,38,-1,0,3,0
34,4,1,2,0,1054,0,0,0,11,8,101,22,-1,0,3,0
44,9,0,1,0,12,0,0,0,11,8,295,22,-1,0,3,0
30,9,2,1,0,3927,1,0,0,11,8,247,0,-1,0,3,0
53,1,1,0,0,1301,0,0,0,11,8,164,0,-1,0,3,0
58,5,1,1,0,11,0,0,0,11,8,270,0,-1,0,3,0
34,4,1,2,0,828,0,1,0,11,8,1080,22,-1,0,3,1
38,9,1,2,0,-267,0,0,0,11,8,220,0,-1,0,3,0
34,4,1,2,0,2657,1,0,0,11,8,159,22,-1,0,3,0
33,4,2,2,0,4782,1,0,0,11,8,217,0,-1,0,3,0
50,4,1,2,0,412,1,1,0,11,8,40,38,-1,0,3,0
56,11,1,3,0,15088,0,0,0,11,8,179,33,-1,0,3,0
31,9,2,1,0,433,0,0,0,11,8,1504,11,-1,0,3,0
50,4,1,2,0,1859,0,0,0,11,8,85,38,-1,0,3,0
45,1,1,0,0,6753,0,0,0,11,8,48,47,-1,0,3,0
34,9,2,2,0,1039,0,0,0,11,8,342,22,-1,0,3,0
33,11,1,1,0,335,0,0,0,11,8,566,45,-1,0,3,0
52,9,1,1,0,989,0,0,0,11,8,356,0,-1,0,3,0
32,4,2,2,0,715,0,0,0,11,8,159,0,-1,0,3,0
44,4,1,2,0,-61,0,0,0,11,8,1015,0,-1,0,3,0
47,1,1,1,0,2787,0,0,0,11,8,479,0,-1,0,3,1
40,9,1,1,0,1716,1,0,0,12,8,226,46,-1,0,3,0
59,0,0,1,0,636,0,0,0,12,8,91,33,-1,0,3,0
30,4,2,2,0,115,0,0,0,12,8,154,11,-1,0,3,0
30,3,2,2,0,3362,0,0,0,12,8,101,11,-1,0,3,0
50,9,0,1,0,3656,0,0,0,12,8,509,11,-1,0,3,0
32,9,1,1,0,1568,0,0,0,12,8,161,43,-1,0,3,0
46,10,1,1,0,2551,0,0,0,12,8,645,11,-1,0,3,1
32,4,0,2,0,948,0,0,0,12,8,204,11,-1,0,3,0
59,4,1,2,0,37,0,0,0,12,8,64,47,-1,0,3,0
60,5,1,1,0,2722,0,0,0,12,8,506,11,-1,0,3,1
57,5,1,0,0,-12,0,1,0,12,8,80,46,-1,0,3,0
58,5,1,1,0,764,0,0,0,12,8,219,33,-1,0,3,0
39,9,1,1,0,52,0,0,0,12,8,96,11,-1,0,3,0
31,9,2,1,0,826,1,0,0,12,8,246,11,-1,0,3,0
36,4,1,2,0,171,0,0,0,12,8,92,11,-1,0,3,0
56,1,1,1,0,2395,0,0,0,12,8,150,11,-1,0,3,0
51,0,1,1,0,1535,0,0,0,12,8,359,11,-1,0,3,0
33,4,1,2,0,685,0,0,0,12,8,72,11,-1,0,3,0
35,9,1,1,0,482,0,0,0,12,8,138,11,-1,0,3,0
56,5,1,1,0,-113,1,1,0,12,8,614,11,-1,0,3,0
44,6,1,0,0,4,0,0,0,12,8,327,11,-1,0,3,0
49,1,0,0,0,1280,0,1,0,12,8,144,11,-1,0,3,0
44,9,0,1,0,0,0,0,0,12,8,56,11,-1,0,3,0
54,4,1,2,0,3020,0,0,0,12,8,106,11,-1,0,3,0
33,4,0,2,0,-336,0,0,0,12,8,75,11,-1,0,3,0
31,4,2,2,0,30,0,0,0,12,8,348,11,-1,0,3,0
37,4,1,1,0,0,0,0,0,12,8,132,11,-1,0,3,0
33,4,1,2,0,855,1,1,0,12,8,191,11,-1,0,3,0
30,4,1,2,0,646,0,0,0,12,8,99,11,-1,0,3,0
49,6,1,1,0,1103,0,0,0,12,8,428,11,-1,0,3,0
31,4,2,2,0,123,0,0,0,12,8,82,11,-1,0,3,0
33,9,1,2,0,980,0,0,0,12,8,172,11,-1,0,3,0
48,4,2,2,0,5904,1,0,0,12,8,127,11,-1,0,3,0
39,4,1,1,0,1880,0,0,0,12,8,768,11,-1,0,3,1
30,4,0,2,0,317,0,0,0,12,8,72,11,-1,0,3,0
46,2,1,1,0,-880,0,1,0,12,8,185,11,-1,0,3,0
41,9,2,1,0,297,0,1,0,12,8,140,11,-1,0,3,0
57,1,1,0,0,2112,0,0,0,12,8,1134,11,-1,0,3,1
49,0,1,1,0,300,0,0,0,12,8,76,11,-1,0,3,0
54,3,1,0,0,212,0,0,0,12,8,81,33,-1,0,3,0
30,3,1,1,0,0,0,0,0,12,8,91,11,-1,0,3,0
31,4,2,2,0,573,0,0,0,12,8,138,11,-1,0,3,0
30,4,2,2,0,220,0,1,0,12,8,111,11,-1,0,3,0
35,4,1,2,0,100,0,0,0,12,8,120,11,-1,0,3,0
35,4,1,2,0,1383,0,0,0,12,8,143,11,-1,0,3,0
58,4,1,2,0,5942,0,0,0,12,8,64,11,-1,0,3,0
40,3,1,1,0,1050,0,0,0,12,8,117,11,-1,0,3,0
31,4,1,2,0,1575,0,0,0,12,8,178,33,-1,0,3,0
42,4,0,2,0,1622,1,0,0,12,8,158,11,-1,0,3,0
42,9,2,1,1,0,0,1,0,12,8,51,33,-1,0,3,0
46,10,1,1,0,3533,1,0,0,12,8,235,11,-1,0,3,0
59,5,1,0,0,94,0,0,0,12,8,256,11,-1,0,3,0
58,5,1,1,0,7560,0,0,0,12,8,364,11,-1,0,3,0
32,4,0,2,0,874,0,0,0,12,8,1282,43,-1,0,3,1
49,4,1,1,0,0,0,0,0,12,8,138,11,-1,0,3,0
34,4,2,2,0,1009,1,0,0,12,8,68,11,-1,0,3,0
33,9,2,1,0,827,1,0,0,12,8,58,33,-1,0,3,0
30,4,2,2,0,74,0,0,0,12,8,96,38,-1,0,3,0
39,3,1,0,0,562,0,0,0,12,8,234,11,-1,0,3,0
34,1,1,1,0,172,0,0,0,12,8,237,11,-1,0,3,0
32,4,2,2,0,100,0,0,0,12,8,181,11,-1,0,3,0
52,4,1,2,0,0,0,0,0,12,8,106,11,-1,0,3,0
58,9,1,1,0,1463,1,0,0,12,8,110,22,-1,0,3,0
49,11,1,1,0,1269,0,0,0,12,8,117,47,-1,0,3,0
36,4,2,2,0,419,0,0,0,12,8,122,11,-1,0,3,0
30,4,2,2,0,67,0,0,0,12,8,52,11,-1,0,3,0
36,9,1,1,0,1659,0,0,0,12,8,126,11,-1,0,3,0
35,4,1,2,0,362,0,0,0,12,8,95,46,-1,0,3,0
30,9,2,1,0,700,1,0,0,12,8,73,11,-1,0,3,0
59,1,1,0,0,2192,0,0,0,12,8,365,11,-1,0,3,0
37,4,2,2,0,553,0,0,0,12,8,63,11,-1,0,3,0
30,4,2,1,0,1913,0,0,0,12,8,250,11,-1,0,3,0
31,9,2,1,0,279,0,0,0,12,8,213,11,-1,0,3,0
34,4,2,2,0,2757,1,0,0,12,8,126,11,-1,0,3,0
56,5,1,2,0,3616,0,1,0,12,8,63,11,-1,0,3,0
47,7,1,0,0,586,0,0,0,12,8,68,11,-1,0,3,0
58,5,1,0,0,1472,0,0,0,12,8,74,11,-1,0,3,0
30,4,2,1,0,24,0,0,0,12,8,29,33,-1,0,3,0
37,9,2,1,0,353,1,0,0,12,8,147,11,-1,0,3,0
50,1,1,1,0,418,0,1,0,12,8,867,11,-1,0,3,0
54,9,1,1,0,-777,0,1,0,12,8,117,11,-1,0,3,0
54,4,2,2,0,2419,1,0,0,12,8,139,11,-1,0,3,0
32,4,2,2,0,2667,1,0,0,12,8,971,11,-1,0,3,1
51,4,1,2,0,8304,0,0,0,12,8,105,11,-1,0,3,0
40,4,1,2,0,12409,1,0,0,12,8,196,11,-1,0,3,0
32,9,2,1,0,5,0,0,0,12,8,105,11,-1,0,3,0
30,4,2,2,0,478,0,0,0,12,8,193,22,-1,0,3,0
31,4,1,2,1,-253,0,0,0,12,8,220,33,-1,0,3,0
30,9,2,2,0,8138,1,0,0,12,8,227,11,-1,0,3,0
31,9,2,2,0,438,1,0,0,12,8,130,11,-1,0,3,0
34,9,2,1,0,27,0,0,0,12,8,256,47,-1,0,3,0
47,10,1,2,0,0,0,0,0,12,8,232,38,-1,0,3,0
41,4,1,2,0,2781,1,0,0,12,8,95,11,-1,0,3,0
30,4,2,2,0,443,1,1,0,12,8,80,11,-1,0,3,0
55,4,0,2,0,277,0,0,0,12,8,101,22,-1,0,3,0
38,4,0,2,0,554,0,0,0,12,8,138,33,-1,0,3,0
41,4,1,2,0,557,1,1,0,12,8,148,33,-1,0,3,0
36,10,0,1,0,871,0,0,0,12,8,396,22,-1,0,3,1
45,1,1,0,0,328,1,0,0,12,8,174,33,-1,0,3,0
52,0,1,1,0,2347,0,1,0,12,8,603,22,-1,0,3,0
35,4,1,2,0,77,0,0,0,12,8,69,33,-1,0,3,0
37,4,1,2,0,4044,0,0,0,12,8,87,33,-1,0,3,0
54,0,1,1,0,19213,0,0,0,12,8,100,43,-1,0,3,0
47,4,2,2,0,0,0,0,0,12,8,138,11,-1,0,3,0
32,9,2,1,0,-114,0,0,0,12,8,155,11,-1,0,3,0
53,0,1,1,0,8449,0,0,0,12,8,123,11,-1,0,3,0
50,9,1,2,0,5907,1,1,0,12,8,338,11,-1,0,3,0
33,9,2,1,0,2481,0,0,0,12,8,104,11,-1,0,3,0
30,4,1,1,0,850,0,0,0,12,8,507,11,-1,0,3,1
44,6,1,0,0,614,0,0,0,12,8,85,33,-1,0,3,0
31,4,2,2,0,1836,1,0,0,12,8,177,11,-1,0,3,0
30,4,2,2,0,1038,0,0,0,12,8,88,11,-1,0,3,0
53,4,1,2,0,-1,0,0,0,12,8,150,11,-1,0,3,0
35,9,1,1,0,1067,0,1,0,12,8,179,43,-1,0,3,0
33,9,2,1,1,329,0,0,0,12,8,137,11,-1,0,3,0
30,9,2,1,0,281,0,0,0,12,8,105,11,-1,0,3,0
42,10,0,1,0,759,0,0,0,12,8,126,22,-1,0,3,0
30,4,2,2,0,368,1,0,0,12,8,241,11,-1,0,3,0
30,4,2,2,0,-672,0,0,0,12,8,130,11,-1,0,3,0
43,4,1,2,0,-526,0,0,0,12,8,603,11,-1,0,3,0
59,5,1,0,0,0,0,0,0,12,8,66,11,-1,0,3,0
33,9,2,2,0,2024,0,0,0,12,8,109,11,-1,0,3,0
33,9,1,1,0,3243,0,0,0,12,8,439,33,-1,0,3,1
39,9,1,1,0,1986,0,0,0,12,8,217,43,-1,0,3,0
34,4,2,2,0,2835,1,0,0,12,8,107,11,-1,0,3,0
52,4,1,2,0,3508,0,0,0,12,8,252,11,-1,0,3,0
54,4,1,2,0,11563,1,0,0,12,8,143,11,-1,0,3,0
45,1,1,0,0,1951,0,0,0,12,8,73,11,-1,0,3,0
52,3,1,3,0,544,0,0,0,12,8,254,11,-1,0,3,0
33,4,1,2,0,1504,0,0,0,12,8,61,11,-1,0,3,0
49,4,1,2,0,350,0,0,0,12,8,238,43,-1,0,3,0
46,1,1,0,0,2269,1,0,0,12,8,73,11,-1,0,3,0
35,4,2,2,0,53,0,1,0,12,8,80,33,-1,0,3,0
34,3,1,2,0,897,0,0,0,12,8,197,33,-1,0,3,0
30,4,2,2,0,1466,0,0,0,12,8,111,33,-1,0,3,0
59,6,1,3,0,59,0,0,0,12,8,171,11,-1,0,3,0
33,4,1,2,0,1399,0,0,0,12,8,436,33,-1,0,3,0
38,4,1,2,0,0,0,0,0,12,8,119,11,-1,0,3,0
31,4,1,1,0,1368,1,0,0,12,8,129,33,-1,0,3,0
48,4,0,2,0,148,0,0,0,12,8,152,11,-1,0,3,0
34,9,1,1,0,-136,1,1,0,12,8,131,11,-1,0,3,0
31,4,2,2,0,86,0,0,0,12,8,150,33,-1,0,3,0
52,1,1,0,0,273,1,0,0,12,8,128,11,-1,0,3,0
54,4,1,2,0,1411,0,0,0,12,8,56,11,-1,0,3,0
35,6,1,1,0,0,0,0,0,12,8,64,11,-1,0,3,0
57,4,0,1,0,396,0,0,0,12,8,108,11,-1,0,3,0
45,9,1,1,0,3241,0,0,0,12,8,84,11,-1,0,3,0
57,1,1,1,0,6004,1,0,0,12,8,157,43,-1,0,3,0
34,9,2,2,0,23919,0,0,0,12,8,384,11,-1,0,3,0
30,4,2,2,0,894,0,0,0,12,8,312,43,-1,0,3,0
47,4,1,1,0,-1854,1,1,0,12,8,388,11,-1,0,3,0
37,10,1,1,0,117,0,0,0,12,8,144,33,-1,0,3,0
58,4,0,2,0,108,0,0,0,12,8,231,33,-1,0,3,0
38,9,2,1,0,382,1,0,0,12,8,180,11,-1,0,3,0
54,4,1,2,0,1146,1,0,0,12,8,205,11,-1,0,3,0
44,3,1,0,0,93,0,0,0,12,8,163,11,-1,0,3,0
43,3,1,0,0,25,0,0,0,12,8,121,11,-1,0,3,0
57,4,0,2,0,8897,1,0,0,12,8,865,11,-1,0,3,1
38,9,2,2,0,508,1,1,0,12,8,1103,11,-1,0,3,1
46,9,1,1,0,190,1,0,0,12,8,370,11,-1,0,3,0
57,5,1,1,0,2714,0,0,0,12,8,106,11,-1,0,3,0
41,9,0,1,0,1631,1,0,0,12,8,173,11,-1,0,3,0
49,4,1,2,0,579,0,0,0,12,8,201,33,-1,0,3,0
32,9,2,2,0,720,0,0,0,12,8,234,33,-1,0,3,0
38,9,1,2,0,940,0,0,0,12,8,191,45,-1,0,3,0
31,9,1,2,0,4089,0,0,0,12,8,433,22,-1,0,3,0
46,6,1,1,0,548,0,0,0,12,8,1181,33,-1,0,3,1
58,9,1,1,0,175,0,0,0,12,8,92,33,-1,0,3,0
30,4,1,2,0,1567,1,0,0,12,8,1133,33,-1,0,3,1
33,3,1,0,0,209,0,0,0,12,8,76,33,-1,0,3,0
30,4,2,2,0,812,0,0,0,12,8,91,33,-1,0,3,0
45,0,1,1,0,362,0,0,0,12,8,536,33,-1,0,3,0
54,9,1,1,0,658,0,0,0,12,8,398,33,-1,0,3,0
35,9,1,2,0,432,0,0,0,12,8,104,46,-1,0,3,0
49,4,1,2,0,4751,0,0,0,12,8,884,33,-1,0,3,1
55,4,1,2,0,134,0,0,0,12,8,1650,7,-1,0,3,0
45,0,1,2,0,2552,0,0,0,12,8,149,45,-1,0,3,0
30,6,1,1,0,0,0,0,0,12,8,297,22,-1,0,3,0
52,9,0,1,0,106,0,0,0,12,8,193,33,-1,0,3,0
54,1,1,0,0,1849,0,0,0,12,8,127,33,-1,0,3,0
30,9,2,2,1,23,0,0,0,12,8,72,33,-1,0,3,0
42,6,1,1,0,487,1,0,1,12,8,58,33,-1,0,3,0
38,9,1,1,0,1478,0,0,0,12,8,926,33,-1,0,3,1
34,4,0,2,0,157,1,0,0,12,8,117,11,-1,0,3,0
31,4,2,2,0,350,1,0,0,12,8,359,11,-1,0,3,0
34,6,1,2,0,0,0,0,0,12,8,117,33,-1,0,3,0
39,4,1,2,0,1424,1,0,0,12,8,254,11,-1,0,3,0
50,4,1,2,0,2296,0,0,0,12,8,121,11,-1,0,3,0
35,4,1,2,0,1511,1,0,0,12,8,226,33,-1,0,3,0
60,0,1,1,0,711,0,0,0,12,8,355,33,-1,0,3,0
36,9,2,1,1,12,0,0,0,12,8,587,11,-1,0,3,1
47,4,1,2,0,434,0,0,0,12,8,111,33,-1,0,3,0
60,9,1,2,0,131,0,0,0,12,8,139,43,-1,0,3,0
33,4,1,2,0,1071,0,0,0,12,8,83,33,-1,0,3,0
59,5,1,3,0,7586,0,0,0,12,8,632,43,-1,0,3,0
48,1,1,1,0,426,1,1,0,12,8,186,11,-1,0,3,0
30,4,2,2,0,222,1,0,0,12,8,112,33,-1,0,3,0
49,1,1,0,0,1456,0,0,0,12,8,225,33,-1,0,3,0
58,1,1,1,0,842,0,0,0,12,8,253,11,-1,0,3,0
55,1,1,1,0,1011,1,0,0,12,8,112,11,-1,0,3,0
31,4,1,2,0,1514,0,0,0,12,8,284,11,-1,0,3,0
54,4,0,2,0,3473,1,0,0,12,8,306,11,-1,0,3,0
49,1,1,0,0,128,0,0,0,12,8,696,11,-1,0,3,1
60,5,1,2,0,1141,0,0,0,12,8,66,33,-1,0,3,0
31,4,1,2,0,596,0,0,0,12,8,192,33,-1,0,3,0
34,4,1,2,0,496,0,0,0,12,8,105,43,-1,0,3,0
45,0,1,1,0,43,0,0,0,12,8,114,33,-1,0,3,0
43,4,2,2,0,1627,0,0,0,12,8,105,33,-1,0,3,0
30,4,2,2,0,67,0,0,0,12,8,578,33,-1,0,3,0
57,5,1,2,0,0,0,0,0,12,8,116,33,-1,0,3,0
59,5,1,1,0,566,0,0,0,12,8,464,33,-1,0,3,0
32,9,2,2,0,1325,0,0,0,12,8,142,11,-1,0,3,0
55,1,1,1,0,388,0,0,0,12,8,187,11,-1,0,3,0
49,4,1,2,0,53,0,0,0,12,8,134,43,-1,0,3,0
36,9,2,2,0,1072,1,0,0,12,8,338,11,-1,0,3,0
52,7,1,1,0,1579,0,1,0,12,8,158,11,-1,0,3,0
49,1,1,1,0,553,0,0,0,12,8,645,46,-1,0,3,1
50,4,1,2,0,258,0,0,0,12,8,246,43,-1,0,3,0
40,10,0,1,0,1694,0,0,0,12,8,473,43,-1,0,3,1
41,4,1,2,0,8553,1,0,0,12,8,304,3,-1,0,3,0
49,1,1,0,0,408,0,0,0,12,8,559,33,-1,0,3,1
38,4,1,2,0,1223,0,0,0,12,8,1092,38,-1,0,3,1
49,6,1,2,0,599,0,0,0,12,8,174,0,-1,0,3,0
31,4,2,2,0,1858,0,0,0,12,8,453,22,-1,0,3,1
48,4,1,1,0,286,0,0,0,12,8,127,0,-1,0,3,0
54,1,1,0,0,1173,0,0,1,12,8,128,46,-1,0,3,0
31,9,2,2,0,208,0,0,0,12,8,1344,45,-1,0,3,1
31,4,0,2,0,297,0,0,0,12,8,127,0,-1,0,3,0
46,4,2,2,0,2278,0,0,0,12,8,218,38,-1,0,3,0
34,4,2,2,0,3679,1,0,0,12,8,178,0,-1,0,3,0
34,4,1,2,0,520,1,0,0,12,8,1307,33,-1,0,3,1
47,7,1,1,0,27,0,0,0,12,8,153,33,-1,0,3,0
39,4,1,2,0,271,1,0,0,12,8,1344,0,-1,0,3,1
54,4,1,2,0,153,0,0,0,12,8,168,38,-1,0,3,0
31,4,2,2,0,1289,1,0,0,12,8,264,22,-1,0,3,0
42,9,1,2,0,250,0,1,0,12,8,213,22,-1,0,3,0
31,9,2,2,0,36,0,0,0,12,8,111,22,-1,0,3,0
33,4,2,2,0,87,0,0,0,12,8,978,0,-1,0,3,1
30,4,2,2,0,9634,0,0,0,12,8,781,38,-1,0,3,0
47,9,1,2,0,545,1,0,0,12,8,588,22,-1,0,3,0
54,0,1,1,0,4943,0,0,0,12,8,145,2,-1,0,3,0
54,1,1,0,0,1659,0,0,0,12,8,50,38,-1,0,3,0
40,4,1,1,0,4396,0,0,0,12,8,432,22,-1,0,3,1
31,4,2,2,0,391,1,0,0,12,8,454,22,-1,0,3,0
47,9,1,1,0,568,1,0,0,12,8,1613,0,-1,0,3,1
32,9,1,1,0,11431,0,0,0,12,8,141,38,-1,0,3,0
32,4,1,2,0,2414,0,0,0,12,8,439,33,-1,0,3,0
59,5,1,1,0,278,0,0,0,12,8,141,22,-1,0,3,0
58,0,1,3,0,528,0,0,0,12,8,136,22,-1,0,3,0
33,4,1,2,0,519,0,0,0,12,8,260,22,-1,0,3,0
47,1,1,0,0,570,0,0,0,12,8,864,22,-1,0,3,0
48,1,1,0,0,3020,0,0,0,12,8,645,22,-1,0,3,0
50,4,1,2,0,1240,0,0,0,12,8,474,11,-1,0,3,0
45,4,1,1,0,424,1,1,0,12,8,216,38,-1,0,3,0
60,5,1,1,0,781,1,1,0,12,8,128,38,-1,0,3,0
32,4,2,2,0,1310,0,0,0,12,8,418,22,-1,0,3,0
42,9,2,2,0,166,0,0,0,12,8,226,33,-1,0,3,0
49,9,0,1,0,-96,0,1,0,12,8,252,22,-1,0,3,0
30,4,2,2,0,317,0,0,0,12,8,134,46,-1,0,3,0
32,9,2,2,0,1732,0,0,0,12,8,140,33,-1,0,3,0
30,4,2,2,0,349,0,0,0,12,8,180,22,-1,0,3,0
47,4,0,2,0,800,0,0,0,12,8,483,38,-1,0,3,0
